condition,x_mm,y_mm,z_mm,green_amplitude_percent,frequency_hz,velocity_m_per_s,wavelength_mm,physics_level
A_PA1_to_C1,212.63146067415732,-223.90898876404495,-51.8,0.554631322886152,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,214.4426966292135,-223.90898876404495,-51.8,0.553696407974501,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,216.25393258426968,-223.90898876404495,-51.8,0.554858997897187,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,218.06516853932587,-223.90898876404495,-51.8,0.555051527360986,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,219.87640449438203,-223.90898876404495,-51.8,0.5542823788763634,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,221.68764044943822,-223.90898876404495,-51.8,0.5525632442057334,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,223.4988764044944,-223.90898876404495,-51.8,0.5499090186736082,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,225.31011235955057,-223.90898876404495,-51.8,0.5470183372690073,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,227.12134831460676,-223.90898876404495,-51.8,0.5483105466881343,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,228.93258426966295,-223.90898876404495,-51.8,0.5486839226130855,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,230.74382022471912,-223.90898876404495,-51.8,0.5481463141068398,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,232.5550561797753,-223.90898876404495,-51.8,0.5467085940448972,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,234.36629213483147,-223.90898876404495,-51.8,0.5443845596629755,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,236.17752808988766,-223.90898876404495,-51.8,0.5411908225689135,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,237.98876404494385,-223.90898876404495,-51.8,0.5416683482695501,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,239.8,-223.90898876404495,-51.8,0.5422011279778249,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,78.6,-219.8179775280899,-51.8,0.7637370592674129,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,80.41123595505617,-219.8179775280899,-51.8,0.7495400209942266,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,82.22247191011236,-219.8179775280899,-51.8,0.7418304116819135,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,84.03370786516854,-219.8179775280899,-51.8,0.7388234133248437,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,85.84494382022471,-219.8179775280899,-51.8,0.7337774367747882,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,87.65617977528089,-219.8179775280899,-51.8,0.7303504771560407,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,89.46741573033708,-219.8179775280899,-51.8,0.7295053213089943,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,91.27865168539326,-219.8179775280899,-51.8,0.7266198805543113,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,93.08988764044943,-219.8179775280899,-51.8,0.7217245569084129,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,94.90112359550562,-219.8179775280899,-51.8,0.7148617298207826,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
